CODMUNI;MINDISN10M;MAXDISN10M;RANGEDISN10M;MEANDISN10M;STDDISN10M
31264;20035.01191;22565.51155;2530.49964;21216.61043;602.119918
31265;19266.39882;24614.67936;5348.280533;21802.74387;1236.172628
31901;2512.242073;4908.165164;2395.923091;3808.629827;595.435937
31906;3363.706244;6399.173313;3035.467069;4742.058346;728.835174
31902;332.42549;8474.466957;8142.041466;5157.255461;1881.41071
31903;1248.873237;2562.685246;1313.812009;1944.240255;323.488126
53067;33311.25013;36176.61475;2865.364624;34722.87979;663.806949
31904;16153.40567;18382.46822;2229.06255;17225.06949;488.661712
31905;7805.543727;10664.04239;2858.498663;9185.915226;703.878457
53068;7714.346432;9965.84089;2251.494458;8791.699758;496.806284
53069;16386.26327;16956.85754;570.594274;16687.94547;135.903896
53070;7261.0998;8180.351002;919.251202;7669.149618;235.590229
53078;7140.003487;31362.73645;24222.73296;19989.4236;5105.578446
31907;3469.599818;6028.610973;2559.011155;4935.303621;630.883707
31908;18307.45076;21558.68852;3251.237764;19650.43552;772.380702
53059;15508.73772;16533.01107;1024.273353;15955.94158;234.711478
53060;6066.710585;8390.109564;2323.398979;7293.28669;569.132786
53061;16827.64683;17643.81409;816.167255;17237.74285;213.089083
53062;13729.05363;14964.83264;1235.779009;14312.3766;326.075453
53080;14219.71508;21349.63457;7129.919493;17719.11929;1692.454766
53081;8031.441057;22297.15561;14265.71455;13742.4964;3096.174592
53063;11867.34853;24896.74827;13029.39973;19216.94721;3473.846348
53064;2961.754658;3635.969882;674.215224;3285.014694;186.837954
53065;23624.27744;25088.69592;1464.41848;24394.40533;410.783275
53066;5154.546535;7241.169615;2086.62308;6122.206168;505.213516
26167;11841.00705;16542.57527;4701.56822;14199.59625;1000.049114
26101;26349.73902;31156.73527;4806.996246;28385.30157;1069.730425
26001;9826.053796;13639.44687;3813.393069;11872.69822;863.704935
26022;12488.52488;19075.27603;6586.751157;16048.9621;1745.668054
26012;23785.33485;32287.70577;8502.370914;28523.68379;2205.856007
26013;3595.146341;5993.904441;2398.7581;4795.935041;640.436324
26015;22806.42321;25193.15467;2386.731466;23930.46721;521.67585
26026;24694.8815;29437.5492;4742.667697;27218.10578;1026.350906
26031;28281.67382;30763.20144;2481.527623;29644.7704;537.540009
26117;3526.327519;12019.62185;8493.294329;7103.453831;1997.050221
26118;32874.13813;36944.03557;4069.89744;35111.66349;898.815952
26168;2448.361264;8591.126176;6142.764912;5729.749843;1421.389734
26016;21088.25525;23344.40613;2256.150882;22397.5118;512.198907
26169;36389.92381;40918.44213;4528.518324;38640.98367;1057.531134
26144;12353.98287;17569.00826;5215.025394;15485.02434;1132.588396
26147;20810.73385;25546.92972;4736.195873;23465.95901;1173.797685
26148;7102.15272;10203.13267;3100.979947;8770.117912;755.070027
26152;16374.25608;19915.27359;3541.017512;18357.73854;802.378574
26153;23506.95556;27095.57649;3588.620926;25447.44915;846.579248
26154;14127.12234;16377.621;2250.498663;15217.12696;508.030633
26160;15464.06974;19651.17646;4187.106718;17916.81489;1051.934467
26161;24923.04133;28758.69566;3835.654332;26876.67455;904.307054
26170;5458.43472;12121.0484;6662.613681;8880.57691;1520.29389
26171;21174.28991;27078.27718;5903.987271;23775.55529;1384.866992
26172;20914.75929;26952.71203;6037.952742;23451.97929;1485.518994
26173;7142.511021;13473.88339;6331.372366;10949.37856;1387.868036
26062;7671.692499;13459.70473;5788.01223;10700.44004;1320.98528
26063;7966.157058;13529.95457;5563.797511;11010.80687;1243.461813
26067;33214.53381;38378.41664;5163.882824;35698.47013;1138.197888
26068;2739.610562;5319.818714;2580.208152;3886.391697;611.964492
26074;12823.34763;16778.3785;3955.030873;14715.12887;875.354078
26006;4416.400473;10586.82056;6170.420086;8107.998207;1130.739048
26020;10509.73453;18452.43028;7942.695754;14317.23963;1941.565371
26075;12072.05385;18317.48992;6245.436067;15107.0704;1597.469388
26024;9382.726783;17186.31432;7803.587538;13865.04784;1644.30551
26025;9837.098808;13443.57288;3606.474076;11579.52233;822.524112
26002;8438.757139;20704.73917;12265.98203;14007.26863;3374.310895
26023;21406.63801;27363.41514;5956.777132;24195.53065;1429.376927
26003;15571.47764;28078.72858;12507.25094;22303.72459;2924.169768
26007;13686.91508;22125.94314;8439.028058;18892.3391;1760.746338
26004;21533.41984;35925.70414;14392.2843;29306.37311;3871.462004
26005;8192.617365;15035.36173;6842.744366;11401.76982;1626.546694
26008;6094.510342;14409.21942;8314.709076;9330.628757;1893.923514
26009;13609.40189;20583.9216;6974.519707;17570.28636;1786.553017
26010;17377.77284;21873.47808;4495.705241;19990.93902;1185.774172
26011;11556.24348;23811.67559;12255.43211;17491.73912;2445.624158
26014;28871.93134;39922.53745;11050.60611;35072.88101;2865.217614
26017;7861.791152;15512.50864;7650.717486;11740.6495;1740.958563
26021;5137.947905;14846.45014;9708.502238;9940.85602;2291.4275
26018;48.796989;10098.35808;10049.56109;4623.10367;2297.960336
26019;14816.58607;17617.00853;2800.422463;16430.41464;656.421118
26027;23892.71951;34482.19164;10589.47213;29034.08853;3617.170664
26037;22606.98908;27307.57167;4700.582592;25125.86911;1010.34638
26028;2100.816671;10324.38825;8223.571582;6080.821115;2267.8214
26029;3719.824459;8637.477937;4917.653479;6232.163272;1161.598437
26030;20477.24313;22895.75199;2418.508852;21703.70085;512.147871
26032;38498.42784;47721.33245;9222.904608;42857.01128;2224.271671
26033;1780.65705;4551.925701;2771.268651;3209.568978;590.769293
26042;4265.868625;7680.318021;3414.449396;6029.009989;835.116823
26034;2743.767694;12644.58532;9900.817629;8308.385173;2203.208278
26035;28846.15979;34964.09657;6117.936784;31423.4664;1416.91143
26076;14485.58512;17339.29585;2853.710736;15735.81732;651.824408
26036;20.772905;8884.992211;8864.219306;4074.143641;1819.869658
26043;8084.507575;11536.61099;3452.103413;9667.103485;820.918283
26038;43817.82444;54296.357;10478.53256;48945.31234;2087.558704
26039;18851.73528;21533.75443;2682.019152;20132.65396;615.444302
26040;17960.01858;22173.63503;4213.616446;20280.07523;983.711833
26041;22314.51297;24724.29925;2409.786281;23522.26365;613.188851
26044;20918.52037;26415.07708;5496.556706;23520.35025;1189.58255
26045;5282.997846;10420.78007;5137.782224;7646.95666;1252.443464
26046;13772.26882;18921.76835;5149.499529;16526.9388;1142.378442
26047;13035.67844;27376.16425;14340.48581;20774.41641;3271.687885
26048;8729.823524;13790.43016;5060.606633;10888.42519;1489.585487
26049;5228.197589;8306.665253;3078.467663;6735.697369;686.018322
26050;16039.08608;19703.86987;3664.783789;17743.16339;926.975945
26060;25892.22558;32692.04145;6799.815873;29115.34182;1714.477034
26051;8414.165865;16264.60425;7850.438384;11689.40245;1865.7583
26052;20362.56813;22227.71829;1865.15016;21302.50714;449.889185
26053;14343.12785;19222.42504;4879.297184;17127.87305;1137.561902
26054;12095.36153;25454.38922;13359.0277;18325.75688;3160.008105
26055;18413.404;24257.2431;5843.839103;21141.1513;1305.431823
26077;22073.01183;28330.16663;6257.1548;25416.08514;1563.024103
26056;6969.463407;14210.53196;7241.068549;10853.8403;1704.054222
26057;13896.33439;20701.73171;6805.39732;17059.53591;1623.115626
26078;11721.06099;15575.54776;3854.486773;13553.1419;885.579823
26058;12301.15734;21187.65702;8886.499681;16504.74666;2056.371087
26059;6822.681142;13177.19774;6354.5166;10077.34903;1397.685549
26081;26288.96711;30355.33093;4066.363825;28270.21286;851.177008
26061;29811.57307;47366.20372;17554.63066;38345.50702;4518.033879
26064;6381.679486;14792.23522;8410.555731;10773.98919;2252.554357
26065;4577.487039;8937.5814;4360.094361;6654.81844;1065.418764
26066;16184.5989;20495.94327;4311.344374;18643.51367;1126.168657
26069;16456.58527;25440.47563;8983.890357;20254.83986;2099.037704
26070;12055.85082;20750.4307;8694.579881;15519.01475;1751.796701
26071;42.477537;6677.320132;6634.842595;3077.055577;1434.751083
26072;3369.845516;10208.86665;6839.021137;5834.93237;1490.949717
26073;14410.95208;18536.51223;4125.56015;16268.85438;904.599028
26079;14861.94037;21597.43716;6735.496784;18484.329;1525.330587
26080;13576.43214;25817.05669;12240.62456;19899.65564;2772.760381
26082;29764.71638;38853.83269;9089.116309;35078.40357;2090.269732
26083;14366.97305;20906.1259;6539.152852;17396.13028;1257.262091
26084;2971.691609;8574.701395;5603.009786;5914.215994;1335.979796
26086;24829.17009;29895.12249;5065.952394;27007.0196;1216.382482
26087;16308.6266;19930.2401;3621.613494;18161.55758;902.077441
26088;13695.4556;17180.59741;3485.141809;15574.31223;817.850629
26091;27606.55989;42266.10108;14659.54119;35930.17648;3399.100469
26092;18171.89801;21517.11286;3345.214845;19913.9763;829.893535
26089;14.406614;8916.716647;8902.310033;4204.766489;2076.78937
26093;38588.38997;54693.19203;16104.80206;48257.9869;3704.966662
26094;19311.25316;26890.52017;7579.267008;22197.48988;1762.312882
26095;27757.29248;36156.19702;8398.904545;32189.78339;1953.73428
26096;10725.01589;15132.11122;4407.09533;12700.49814;1022.124953
26100;8527.042517;14997.89243;6470.849912;11609.15759;1454.18659
26098;13430.43177;26776.21166;13345.77989;19493.12474;2864.228295
26099;8126.501523;20537.5235;12411.02198;13331.14132;2714.218034
26102;12225.58385;23719.78694;11494.2031;19492.40537;2345.519726
26119;5787.477898;13601.21766;7813.739761;9847.645664;1896.835354
26103;12296.73551;19429.80792;7133.072405;15872.17235;1640.694136
26104;25752.69089;30330.95785;4578.266958;28418.90908;1063.268519
26105;6547.359289;14949.58198;8402.222691;10793.98777;1952.741277
26106;21568.12767;26654.55339;5086.425721;24237.98203;1267.18171
26107;29604.22828;37637.35253;8033.124251;33639.55832;1788.798657
26123;12972.84532;18191.79726;5218.951932;15563.51239;1297.031659
26108;8120.569572;17957.45185;9836.882276;12479.11023;2341.216921
26109;12444.51696;16453.59233;4009.07537;14273.66743;944.675937
26110;24993.89392;31842.68459;6848.790672;28308.73143;1403.471098
26111;3371.935387;6018.966704;2647.031317;4768.450603;680.260801
26112;36573.28442;44447.61211;7874.327697;40525.31018;1682.644876
26138;14798.23554;23252.79389;8454.558344;18643.44814;1841.957434
26113;26275.74353;37476.9106;11201.16707;30983.25132;2850.163964
26114;25344.04337;31087.6637;5743.620335;28193.28963;1231.212719
26115;31503.87244;35442.9261;3939.053664;33019.61673;889.333839
26120;2618.430518;13514.147;10895.71648;6703.566637;2340.413307
26121;28935.92205;33638.87057;4702.948515;30806.17971;930.208995
26122;35554.28459;41652.86714;6098.582553;38090.36078;1463.873087
26124;10043.45515;17141.29864;7097.843494;13335.14805;1654.055619
26125;8887.441309;14439.31925;5551.87794;12126.16198;1200.759558
26139;9860.230067;12490.17088;2629.940817;11326.91955;517.972708
26126;12129.1877;19891.96921;7762.781515;16152.22992;1718.066218
26127;3279.985486;12372.06588;9092.080397;6651.209734;2151.123659
26128;5871.711024;11496.03472;5624.323699;8895.511093;1467.148586
26129;7882.388904;15875.75898;7993.370078;12297.45755;1864.705346
26140;20955.37061;26218.41818;5263.047564;24084.58839;1261.899357
26141;21429.28795;28083.14689;6653.858937;24479.73253;1558.737271
26130;23812.11107;38981.70257;15169.5915;31763.337;4473.530082
26131;16182.02338;21630.82047;5448.797085;19161.87726;1326.434141
26132;21189.86057;29938.44545;8748.584883;26020.13655;2091.908652
26134;17428.46716;22131.29261;4702.825447;19829.39215;1049.741911
26135;13640.52185;23764.25158;10123.72973;19385.46038;1752.359197
26136;6526.191463;9486.944744;2960.753281;7848.963724;654.968641
26142;3817.830997;13334.14748;9516.31648;8608.207061;1951.362978
26143;12143.71254;19219.27408;7075.561536;15104.99518;1749.630939
26145;12934.2678;18392.88341;5458.615614;15523.82637;1361.503897
26146;15534.49972;25027.52619;9493.026473;20637.52817;2148.60178
26149;29460.181;39070.1195;9609.938497;34059.25186;2237.695998
26150;18726.45157;22859.40536;4132.953786;20817.63473;935.92291
26151;23006.59205;31335.06479;8328.472735;27891.79618;1857.168255
26155;12294.51196;19928.05564;7633.54368;15576.91309;1707.29378
26157;21424.54566;23481.42714;2056.881472;22308.15249;464.66377
26158;5241.159532;10103.63355;4862.474018;7319.382968;1059.985123
26162;28988.44912;39298.88871;10310.43959;34361.01165;2182.072146
26163;15103.87336;18599.82914;3495.955778;16845.20002;840.527656
26165;16249.59253;24213.89814;7964.305614;20170.32395;1848.569153
26164;38599.63046;51003.30352;12403.67305;44964.26558;3216.788987
26166;3331.079334;7161.176944;3830.097609;5127.134196;837.937111
26174;21366.50562;30127.94873;8761.443114;25894.8069;2176.722218
26175;37617.51468;56782.84155;19165.32687;48750.69043;4925.569287
26176;27326.85173;30341.30741;3014.455684;28824.5437;792.64146
26177;31192.20594;44877.81946;13685.61351;38456.96335;3280.30941
26179;41818.14453;50707.88715;8889.742626;46041.19793;2085.454763
26178;39259.93063;52021.98513;12762.0545;46423.91122;3122.730589
26180;4599.3022;9195.753702;4596.451501;7216.187277;1131.74488
26181;19002.55031;26506.21984;7503.669526;21924.12212;1733.440991
26183;31167.77713;35152.67337;3984.896245;32849.38493;919.345504
53056;16027.24386;22860.24425;6833.000386;20083.86085;1606.133595
22013;28652.80168;33878.12003;5225.318341;30709.17412;1096.757602
22244;45691.272;52873.68188;7182.409876;49049.09057;1702.154741
50224;28288.80396;34293.9132;6005.10924;31110.25512;1409.770357
22094;19726.54406;25388.1107;5661.566642;22936.13626;1510.840799
50229;14955.48259;19951.97542;4996.492835;17790.13905;1257.004823
22245;7453.07753;13014.55055;5561.47302;10245.72836;1472.183648
50161;25515.70368;29207.19021;3691.486526;27430.69791;875.173545
44138;52701.38877;62665.96262;9964.573846;58144.13418;2064.523691
44141;25355.79238;29506.78386;4150.99148;27173.7127;860.306368
50162;9927.386576;15750.83789;5823.451309;12876.85658;1226.95365
50163;14634.06994;25822.95823;11188.8883;19267.36838;2519.725012
44142;61295.56097;68479.43825;7183.877284;64725.70499;1598.529433
44148;43832.55451;50279.13196;6446.577455;47155.19257;1558.955191
44247;13002.87358;20192.28299;7189.409405;16031.38401;1445.430047
44256;59939.05701;64824.33044;4885.273431;62222.14512;1084.599837
44268;48705.31091;53576.98229;4871.671381;51015.75009;1089.038246
53076;56033.37688;60322.90055;4289.52367;58054.49517;1065.096377
53077;63344.64151;64180.09282;835.45131;63695.77312;235.149019
44010;37348.1624;44045.81489;6697.652483;40726.86054;1562.012604
44024;67107.43027;70805.60776;3698.177491;68938.85907;863.440053
50053;23740.073;29631.18318;5891.110176;27159.92561;1506.538404
44025;17774.03533;33273.44985;15499.41452;25718.19025;3095.487405
44042;55553.80906;62277.79864;6723.989582;59258.32946;1415.459245
44063;47688.22197;55126.67661;7438.454637;51040.70378;1625.860038
50054;32823.74607;40221.74015;7397.994071;36792.92649;1867.084685
22008;32662.72099;37099.00194;4436.280955;34969.14433;1081.104285
50075;16325.8852;21526.87385;5200.988656;18965.1452;1133.274567
50084;23967.11715;28057.89338;4090.776227;25736.94613;1092.115165
22095;56332.82163;64168.92741;7836.105783;60549.4831;1779.416932
50085;37299.18376;40186.45264;2887.268879;38833.79295;668.800852
22096;4018.441625;9813.078519;5794.636893;7273.370927;1523.090369
22184;29160.01649;36531.15125;7371.134754;32447.2815;1677.778881
22186;7294.439834;10936.98659;3642.546752;9132.604309;874.877552
44111;36906.61253;43862.2457;6955.633167;39778.01082;1493.944747
44112;54394.77145;60831.70621;6436.934763;58644.4488;1451.450525
50090;25126.8603;33442.77739;8315.917092;29121.97432;1720.543206
50091;40642.33665;46642.14805;5999.811399;44143.96211;1395.967665
44130;34287.07611;40978.97635;6691.900239;37895.16887;1311.528385
22187;15255.01033;21682.73962;6427.729288;18293.84478;1599.378251
22206;11780.15718;18551.63144;6771.47426;14965.42638;1621.853499
50216;28037.78753;33515.55988;5477.772351;31140.85134;1214.589247
22214;16073.34145;25229.49024;9156.148789;20987.63235;2311.092634
22242;33740.99528;43528.01345;9787.018173;39321.65202;2171.34791
50223;18620.45439;23553.85513;4933.400745;21048.91577;1102.714172
22243;46318.93461;56562.73986;10243.80525;51973.00472;2371.914228
22009;21536.60747;26269.14906;4732.541581;24168.3712;1188.457694
22001;16392.27575;23094.12361;6701.847858;19350.40381;1348.788753
22002;20693.24904;30793.68449;10100.43545;25171.70217;2221.6882
22003;13200.9408;28581.49553;15380.55473;21913.45012;4462.171251
22011;8601.884283;14073.08605;5471.201769;11272.16816;1284.163533
22012;9584.044333;16209.46691;6625.422579;13000.8776;1533.756429
22004;22959.53466;35102.88412;12143.34946;31156.50426;2579.915623
22006;9216.418061;25371.54276;16155.12469;16499.36742;4230.18496
22007;14678.92096;24739.72636;10060.8054;19176.17649;2215.096343
22014;17223.33082;29105.69649;11882.36567;23364.01278;2695.278972
22015;7647.294459;18226.85425;10579.55979;12906.93843;2571.72186
22020;8035.514062;11946.15126;3910.637199;10059.14908;1054.260824
22016;13662.2467;25444.89403;11782.64733;20415.14308;2863.388771
22017;17563.67014;26646.65382;9082.983679;22657.43066;2090.372065
22022;3374.632554;9731.960429;6357.327875;6253.788476;1219.384617
22018;31074.86692;41128.31617;10053.44925;36129.30247;1923.275212
22019;4113.946584;9261.925688;5147.979104;6487.426443;1227.67192
22021;9036.012172;29434.14667;20398.1345;17840.36766;4688.31501
22023;18858.27727;27502.18132;8643.904044;23424.21906;2096.066785
22024;13834.881;22663.15954;8828.278544;18543.63148;2136.188406
22025;19683.34495;24637.21354;4953.868594;22647.90043;1127.985477
22045;20677.09842;27831.21708;7154.118661;24611.37161;1809.00998
22027;14052.84733;23245.09352;9192.24619;20420.20306;2243.736261
22028;21460.03379;43415.23861;21955.20482;33125.0758;5269.055364
22029;20352.17434;24632.76303;4280.588685;22651.19852;934.354887
22032;13967.75395;25935.95382;11968.19986;19836.51501;2902.094957
22035;46553.46785;60158.21417;13604.74632;53222.02229;2958.217654
22036;12171.86587;17919.22837;5747.362504;14532.94298;1306.425034
22050;15693.93282;20956.37724;5262.444425;18363.04742;1240.877664
22051;16967.88017;30407.78658;13439.90641;24305.45897;3102.663669
22037;16960.72445;25403.08654;8442.362091;21187.57924;2078.721375
22064;14646.85689;22393.62161;7746.764718;18972.4507;1556.945676
22039;23444.82378;31893.40215;8448.578374;27234.26649;2152.750343
22052;15175.11017;24821.81501;9646.704845;20298.75183;2273.772155
22040;7154.447434;18408.87623;11254.4288;12541.97874;2535.641239
22041;10310.30211;15640.87055;5330.568444;13146.37186;1274.582035
22042;12037.61752;17451.13277;5413.515248;14984.66487;1313.510563
22043;19978.8301;26119.13966;6140.309554;23215.6773;1322.963009
22061;6866.529922;14989.17399;8122.644069;10910.75491;1886.386238
22044;14384.3723;30264.02008;15879.64778;22842.7807;3762.598637
50209;4604.232361;10650.30529;6046.072929;7889.406973;1526.577465
22046;12547.82336;27261.7524;14713.92904;19451.59658;3199.485432
22047;4756.359856;8342.777016;3586.41716;6732.225714;862.175496
22075;24710.40135;29697.63142;4987.230067;27231.38981;1073.527954
22048;52.187473;7338.615302;7286.42783;3989.93881;1494.874305
22049;15827.22839;20106.4798;4279.251406;17867.05995;939.085784
22053;23762.36986;37544.92277;13782.55291;29592.38759;3330.809647
22054;66588.22548;82129.57416;15541.34869;74730.45743;3354.360461
22055;6336.307835;17762.38497;11426.07714;13326.21383;2596.742705
22057;48077.86171;70229.45056;22151.58885;60679.97369;4996.315096
22058;19330.37858;37983.76869;18653.39011;28072.17988;3930.845594
22059;13115.59547;30076.60998;16961.0145;21165.13992;3164.487641
22060;6077.773233;16289.12435;10211.35112;11778.80501;2383.447925
22062;54579.8002;66450.57359;11870.77339;60147.14186;2860.471757
22063;23636.28717;31970.23638;8333.949208;28121.86612;1718.098253
22066;33508.01922;51839.3471;18331.32789;42575.76552;4214.146397
22088;4360.396478;8803.624111;4443.227632;6552.993358;942.44652
22067;59242.28926;65067.26981;5824.980543;61847.80856;1146.5053
22068;6050.245546;20556.39618;14506.15064;12179.15723;3753.078266
44237;26902.12929;38293.14762;11391.01833;32290.18428;2825.913723
22069;25062.43374;41116.80932;16054.37558;33714.15502;3915.325719
22072;8993.395523;25949.3553;16955.95978;19026.87768;4048.532397
22074;45543.55133;51985.92874;6442.377412;49106.99484;1863.051738
22076;18292.39424;32365.74955;14073.35532;26414.82098;3057.884501
22077;17415.31301;29999.22689;12583.91387;23766.94161;2884.847935
22079;30138.45954;35157.92912;5019.469581;32629.96553;1257.858528
44252;41614.39495;46436.5407;4822.145747;43762.27404;1080.474319
22078;14241.32343;27147.94996;12906.62653;21190.26544;2805.119614
50281;3417.141064;6015.943726;2598.802662;4607.979203;576.244341
22080;24865.57391;35989.72831;11124.1544;30715.92018;2266.807481
22081;15572.87116;26576.27803;11003.40687;21441.05963;2176.606513
22082;3731.972309;9853.765276;6121.792968;6906.713618;1211.761405
22083;30268.18928;51758.17723;21489.98795;44105.40448;4988.066109
22087;39448.70255;44531.55336;5082.850816;42029.2579;1151.903613
22084;56255.49438;68690.73413;12435.23975;63984.88709;3240.367694
22085;17070.86628;24484.83154;7413.965262;20867.82001;1982.591955
22086;4761.184379;12170.55657;7409.372187;7606.2729;1687.560803
22089;18706.86659;26845.94231;8139.075721;23469.26719;2124.0356
22090;12641.28301;21225.47027;8584.187265;17112.20873;2016.320796
22099;11641.94931;23649.04525;12007.09593;18095.60911;2928.386897
22102;7373.863258;15460.59787;8086.734607;11639.929;1791.044722
22106;28659.29102;35632.0704;6972.779377;32308.37383;1422.971925
22107;38986.14189;53403.1349;14416.99301;46648.84521;3177.086236
22103;4785.828189;16509.05373;11723.22554;10651.50565;3141.649822
22110;5030.135701;14582.94706;9552.811358;9911.822901;2376.412204
22168;29064.37471;36357.05114;7292.676429;33070.62519;1562.457179
22105;22668.99495;37051.48916;14382.49422;30036.23211;3040.458179
22109;30998.19839;49017.13512;18018.93672;40956.83453;3991.412521
22176;8501.318076;14091.49192;5590.173846;11363.56615;1182.149381
22111;40719.2152;55288.11163;14568.89644;46955.12341;3597.690991
22112;34.297366;34127.07975;34092.78238;14399.29816;9113.983457
22122;21641.15375;27154.65763;5513.503874;24545.67303;1214.895003
22113;24713.67354;55180.59382;30466.92027;38678.58065;6798.999208
22114;62447.07456;78401.24826;15954.1737;71859.77909;3844.578511
22115;7152.657186;18645.21266;11492.55547;12675.79287;2487.764291
22127;3835.005308;11685.64801;7850.642699;7772.884816;1661.634784
22116;14866.99529;33309.88661;18442.89132;24756.65383;4378.776162
22117;15537.699;42630.34569;27092.64669;29611.99176;7161.342885
22177;28905.9992;35700.413;6794.413806;32078.415;1511.319076
22119;24286.77982;34794.25297;10507.47315;29611.47712;2363.933175
53049;29474.65184;34061.85402;4587.202171;32072.60598;1112.964963
22124;22563.4186;30159.2952;7595.876601;26820.65554;1593.347526
22125;46.015435;13387.91439;13341.89895;6147.826659;3008.618731
22126;15975.32797;19519.23317;3543.905197;17703.92859;868.010792
22128;5376.521981;16380.33482;11003.81284;10679.86012;2691.59434
22135;6120.588427;16660.75713;10540.1687;11373.74412;2400.940224
22129;37538.68642;54093.58267;16554.89625;45402.74176;3246.171849
22130;54.317396;28802.43792;28748.12052;8805.189014;4540.725111
22131;14828.44513;18465.41846;3636.973321;16630.29857;845.810709
22133;43859.8907;49823.23765;5963.346949;46789.38706;1444.562658
22136;24046.12576;39518.46783;15472.34207;33169.29862;3615.959453
22139;12478.45024;18157.41415;5678.963909;15465.695;1315.887648
22137;34009.61693;47966.42589;13956.80897;41741.65308;2907.173846
22141;14166.66244;20462.94011;6296.277672;17109.49532;1461.751703
22142;34317.51826;40275.41389;5957.895634;37173.58597;1332.123762
22181;13412.51377;19603.48905;6190.975275;17055.20743;1598.718055
22143;54708.16919;67974.27563;13266.10644;61712.34939;3104.990632
22156;4502.838832;10009.41021;5506.571376;7435.943825;1153.956376
22157;61582.56997;73596.3033;12013.73333;67049.02405;2658.534803
22144;49148.4676;56907.38365;7758.916048;52917.2446;1748.451818
22149;22841.75836;31577.31748;8735.559121;26874.05332;1852.210948
22150;4518.329572;21278.85173;16760.52216;13092.27684;3853.601795
22151;18973.65803;28947.87362;9974.215597;22945.46289;2233.950828
22155;41579.73818;49716.71842;8136.980242;45942.35627;1764.209306
22158;40.169904;14942.01262;14901.84272;5647.502385;2889.419639
22160;14514.38643;22656.35158;8141.965154;18601.07546;1930.295679
22162;12476.68349;18892.14513;6415.461643;16353.38887;1462.421284
22163;8182.343201;31472.30061;23289.95741;18599.34214;4901.423251
22164;12085.96109;16649.10854;4563.147448;14369.80518;1028.351066
22167;16821.72828;21827.22707;5005.498793;19425.0098;1099.430824
22165;22367.20598;34684.37684;12317.17087;28208.00343;2494.327553
22170;24824.25098;38611.78415;13787.53317;31540.95742;3089.370567
22172;27308.79783;40298.31208;12989.51425;33904.01955;2849.229395
22173;13280.91198;32820.73984;19539.82786;24166.2833;4099.488713
22178;16681.25858;25524.92345;8843.664872;21239.14339;2167.439535
22174;14505.86941;25792.25449;11286.38509;19461.00248;2437.07591
22175;12312.72478;24593.99132;12281.26654;18880.60408;2581.642507
22182;53583.39591;63679.93611;10096.5402;58917.29619;2415.81302
22188;38125.67958;49270.54464;11144.86505;43470.53578;2423.847554
22202;5222.293016;8777.523637;3555.230622;7209.633533;893.451054
22189;46637.43545;58210.58301;11573.14756;53225.31527;2175.158879
22190;42342.53684;54473.61687;12131.08004;48070.05522;2846.964664
22193;5366.836066;8717.370353;3350.534287;7094.662711;760.968366
22195;2212.495519;6466.244217;4253.748698;4441.743481;1054.758929
22197;26529.83762;36056.16625;9526.328624;31119.20996;2191.287642
22199;9050.342038;42105.44173;33055.09969;23952.68593;7604.873062
22203;20958.92741;26893.25259;5934.325173;23767.78444;1385.50562
22204;19313.89438;37514.56292;18200.66854;28386.757;4245.976118
22200;63728.67604;75364.2978;11635.62176;68819.23058;2772.364356
22201;6947.252867;12850.81471;5903.561844;10271.36087;1222.187125
22205;6615.992046;17850.93543;11234.94338;11758.37353;2497.471385
50052;23366.31124;29275.7467;5909.435458;26436.33386;1507.210389
22207;62981.91543;75802.28227;12820.36684;68739.30611;3315.528696
22212;34160.83307;40812.03154;6651.19847;36891.58776;1544.850508
22213;20571.11762;48135.1004;27563.98279;34961.66446;7214.501374
22208;10069.38711;18005.51964;7936.132531;13840.87594;1696.702964
22209;8522.808983;15389.03422;6866.22524;11796.47877;1524.47189
22221;62204.19265;67033.41293;4829.220286;64208.04699;1288.746042
22215;51784.01315;62861.52192;11077.50877;56270.16888;2433.531718
50070;29401.62262;33938.39038;4536.767756;31606.24335;1009.587455
22217;25158.38755;42953.12033;17794.73279;34754.52682;4439.163601
22218;24929.07957;30492.04198;5562.962413;27755.22004;1276.288921
22220;18358.30281;24891.14401;6532.841199;21044.83647;1500.312836
22222;6547.797754;17090.00651;10542.20875;12681.22374;2330.018703
22223;54787.41208;61984.70243;7197.290355;59003.33329;1513.504507
22225;13566.68551;24547.25591;10980.5704;19258.85157;2659.037424
22233;47827.98813;55001.4132;7173.425068;51502.32507;1746.697156
22226;16097.38533;32798.05451;16700.66919;24385.26519;3993.434971
22227;54440.87716;69948.75134;15507.87419;60914.29139;3585.965431
22228;3311.63801;6172.861291;2861.223281;4798.006636;753.052819
22234;3308.0446;13506.24904;10198.20444;9113.434727;2243.466973
22229;33944.36576;43046.76733;9102.401579;38203.12356;2005.928057
22230;28360.42383;47620.3014;19259.87757;36622.97858;3624.7649
22232;19363.81983;32921.84923;13558.0294;26797.08595;3471.912397
22235;16281.4703;24051.08743;7769.617136;20305.26884;1850.377581
22236;19020.95506;22464.61005;3443.654998;20723.75921;855.192307
22239;19389.96703;22778.50742;3388.540394;21023.53204;849.168455
50078;25105.53888;31253.48074;6147.941861;28438.11245;1473.571428
22246;48841.89429;60234.81158;11392.91729;55285.10405;2445.404312
22247;25224.15618;42993.48335;17769.32717;34443.62633;4245.464489
22248;8950.214819;14353.42878;5403.213958;11625.948;1278.484829
