codMuni;CCAA;Nombre;CodProv;NombreProvincia;NombreCCAA;NHOSPI;NFARMA;NCENTEDUC;NATURGHOSP;NATPRIMARIA;DISTHOSPIT;DISTFARMA;DISTCEDUC;DISTCURGH;DISTATPRIM
34032;7;Berzosilla;34;Palencia;Castilla y León;0;0;0;0;2;55096.35412;7212.222144;6866.941233;7388.515253;1520.432333
34033;7;Boada de Campos;34;Palencia;Castilla y León;0;0;0;0;0;28239.69357;12950.87955;17726.96507;7315.338889;3246.808773
34034;7;Boadilla del Camino;34;Palencia;Castilla y León;0;0;0;0;1;32631.96459;3604.572547;16740.72588;5899.657854;2127.909453
34035;7;Boadilla de Rioseco;34;Palencia;Castilla y León;0;0;0;0;1;39833.22462;9944.970675;21045.37869;7809.870062;2645.025858
34036;7;Brañosera;34;Palencia;Castilla y León;0;0;0;0;3;50418.4774;8525.765399;6338.432318;5047.596089;2399.198478
34037;7;Buenavista de Valdavia;34;Palencia;Castilla y León;0;0;0;0;5;52710.56858;3331.891553;16290.12658;16772.4942;2143.111213
34038;7;Bustillo de la Vega;34;Palencia;Castilla y León;0;0;0;0;2;50526.04641;6645.647207;17006.0444;8617.346241;1230.17772
34039;7;Bustillo del Páramo de Carrión;34;Palencia;Castilla y León;0;0;0;0;1;40332.02426;4792.349423;11313.64459;10949.09465;2335.907494
34041;7;Calahorra de Boedo;34;Palencia;Castilla y León;0;0;0;0;1;59980.59188;9514.598731;11391.58743;5275.672129;1740.126124
34042;7;Calzada de los Molinos;34;Palencia;Castilla y León;0;0;0;0;1;34955.63273;14117.88339;6016.80755;5588.475554;2202.376051
34045;7;Capillas;34;Palencia;Castilla y León;0;0;0;0;1;29698.69802;20672.77782;18431.47398;4482.320417;1859.972411
34046;7;Cardeñosa de Volpejera;34;Palencia;Castilla y León;0;0;0;0;1;27192.18738;3692.796817;8834.833794;8834.833794;1507.180279
34047;7;Carrión de los Condes;34;Palencia;Castilla y León;0;2;2;1;2;35258.85958;8152.357284;3785.027428;3663.199973;1897.73247
34048;7;Castil de Vela;34;Palencia;Castilla y León;0;0;0;0;1;34244.29249;12120.18595;13435.5924;7768.388199;2057.111227
34049;7;Castrejón de la Peña;34;Palencia;Castilla y León;0;0;0;0;5;48340.18853;7628.770007;18554.7226;11977.93291;2285.089837
34050;7;Castrillo de Don Juan;34;Palencia;Castilla y León;0;0;0;0;1;36110.76033;8858.113895;21522.57047;15774.73247;4099.194143
34051;7;Castrillo de Onielo;34;Palencia;Castilla y León;0;0;0;0;1;23481.79386;6703.34205;20823.06524;9254.15892;2407.038853
34052;7;Castrillo de Villavega;34;Palencia;Castilla y León;0;0;0;0;1;49073.77164;8419.20941;16451.54403;10833.82816;2098.670119
34053;7;Castromocho;34;Palencia;Castilla y León;0;0;0;0;1;23709.14518;5977.762946;17966.58143;8236.483655;2594.284632
34055;7;Cervatos de la Cueza;34;Palencia;Castilla y León;0;0;0;0;3;38480.27388;11649.58057;15209.07923;14156.47209;2052.207335
34056;7;Cervera de Pisuerga;34;Palencia;Castilla y León;0;0;0;1;8;53638.0096;6710.639776;10580.69705;9326.052828;3431.609962
34057;7;Cevico de la Torre;34;Palencia;Castilla y León;0;1;0;0;1;17420.39852;9248.381236;10712.42901;9360.800195;2717.509288
34058;7;Cevico Navero;34;Palencia;Castilla y León;0;0;0;0;1;33466.24543;10121.72849;24608.13977;12236.21338;3482.337814
34059;7;Cisneros;34;Palencia;Castilla y León;0;0;0;0;1;34955.03195;8554.162635;16167.58721;9144.425287;2787.095218
34060;7;Cobos de Cerrato;34;Palencia;Castilla y León;0;0;0;0;1;39733.8291;15992.52863;22738.70716;18641.25528;3354.153379
34061;7;Collazos de Boedo;34;Palencia;Castilla y León;0;0;0;0;2;60999.27198;8243.103413;13043.24414;14179.39968;1451.482399
34062;7;Congosto de Valdavia;34;Palencia;Castilla y León;0;0;0;0;2;44943.36846;7772.185942;13247.25178;16787.02212;2948.503962
34063;7;Cordovilla la Real;34;Palencia;Castilla y León;0;0;0;0;1;25549.67845;9365.671817;21639.37394;9790.522703;2658.196994
34066;7;Cubillas de Cerrato;34;Palencia;Castilla y León;0;0;0;0;1;22507.19532;5154.009373;11500.3487;8961.060351;1988.115395
34067;7;Dehesa de Montejo;34;Palencia;Castilla y León;0;0;0;0;4;55104.88726;9815.500312;16102.93324;5744.384091;1798.700299
34068;7;Dehesa de Romanos;34;Palencia;Castilla y León;0;0;0;0;1;64500.98967;5857.109911;9136.12482;10288.46484;1577.440421
34069;7;Dueñas;34;Palencia;Castilla y León;0;0;2;0;1;13983.23268;8706.972384;4445.38471;8531.486675;3475.434696
34070;7;Espinosa de Cerrato;34;Palencia;Castilla y León;0;0;0;0;1;39054.0578;5584.434397;18423.89435;18085.08539;3400.510636
34071;7;Espinosa de Villagonzalo;34;Palencia;Castilla y León;0;0;0;0;1;52497.63107;5683.887873;20523.61223;7410.295935;2480.157068
34072;7;Frechilla;34;Palencia;Castilla y León;0;0;0;0;1;28132.86217;9536.065084;12252.4756;10430.89347;2321.213007
34073;7;Fresno del Río;34;Palencia;Castilla y León;0;0;0;0;1;33100.04163;8035.768194;5832.355886;12096.08113;3243.631748
34074;7;Frómista;34;Palencia;Castilla y León;0;1;0;1;1;30050.53847;4247.528519;17847.30387;2803.321571;2194.146499
34076;7;Fuentes de Nava;34;Palencia;Castilla y León;0;1;0;0;1;20762.1468;11280.82317;9375.997111;9180.050929;3139.401514
34077;7;Fuentes de Valdepero;34;Palencia;Castilla y León;0;0;0;0;1;7203.723724;3691.11432;5942.31856;7507.353539;2636.602976
34079;7;Grijota;34;Palencia;Castilla y León;0;1;0;0;1;6075.386887;8131.884401;5002.85587;7406.884646;2109.786123
34080;7;Guardo;34;Palencia;Castilla y León;0;1;4;1;1;28110.60182;10018.62722;3771.063205;3896.54913;2968.282872
34081;7;Guaza de Campos;34;Palencia;Castilla y León;0;0;0;0;1;32722.06932;5488.628439;17762.88356;8891.222034;2504.074382
34082;7;Hérmedes de Cerrato;34;Palencia;Castilla y León;0;0;0;0;1;34216.68552;2082.585814;19934.05592;14899.61208;2549.855386
34083;7;Herrera de Pisuerga;34;Palencia;Castilla y León;0;1;0;1;4;54290.31877;18376.4585;12312.79063;5842.428315;1988.923169
34084;7;Herrera de Valdecañas;34;Palencia;Castilla y León;0;0;0;0;1;26137.14471;10419.85691;25303.31418;9375.266057;2025.040196
34086;7;Hontoria de Cerrato;34;Palencia;Castilla y León;0;0;0;0;1;12047.74275;15569.17654;9437.134996;6435.67261;2607.707015
34087;7;Hornillos de Cerrato;34;Palencia;Castilla y León;0;0;0;0;1;21075.50359;3715.341859;20765.94428;5809.208684;2475.885326
34088;7;Husillos;34;Palencia;Castilla y León;0;0;0;0;1;8598.280308;11306.57991;7025.256388;9610.928851;1707.127506
34089;7;Itero de la Vega;34;Palencia;Castilla y León;0;0;0;0;1;37371.43305;12794.66079;11853.19637;10535.16091;2071.419504
34091;7;Lagartos;34;Palencia;Castilla y León;0;0;0;0;3;50533.20115;12140.79051;12887.61852;12576.91062;1870.40174
34092;7;Lantadilla;34;Palencia;Castilla y León;0;0;0;0;1;40274.2878;6961.152258;14685.65339;8588.495547;2163.745412
34093;7;La Vid de Ojeda;34;Palencia;Castilla y León;0;0;0;0;1;64861.84506;2189.59625;4864.368406;8518.180388;1734.230962
34094;7;Ledigos;34;Palencia;Castilla y León;0;0;0;0;1;46641.56869;7169.379405;15327.66454;15008.85602;2448.424291
34096;7;Lomas;34;Palencia;Castilla y León;0;0;0;0;1;28588.21454;2573.848849;8123.342839;8129.655647;1592.199139
34098;7;Magaz de Pisuerga;34;Palencia;Castilla y León;0;0;0;0;1;5592.29029;9127.224041;5326.187334;6488.246582;2089.763146
34099;7;Manquillos;34;Palencia;Castilla y León;0;0;0;0;1;22084.60947;8961.405958;12413.14091;12335.72753;1545.657846
34100;7;Mantinos;34;Palencia;Castilla y León;0;0;0;0;1;28381.35452;8502.973843;4214.535522;4339.228419;2446.447653
34101;7;Marcilla de Campos;34;Palencia;Castilla y León;0;0;0;0;1;36157.50307;8268.552893;16499.46211;6238.857292;1844.239384
34102;7;Mazariegos;34;Palencia;Castilla y León;0;0;0;0;1;14478.97354;11811.0178;11884.62689;12218.87943;2285.453184
34103;7;Mazuecos de Valdeginate;34;Palencia;Castilla y León;0;0;0;0;1;30213.58478;8761.319728;12435.0791;11724.4549;1905.329062
34104;7;Melgar de Yuso;34;Palencia;Castilla y León;0;0;0;0;1;34463.65913;6658.695593;11605.41549;11742.23183;2123.474091
34106;7;Meneses de Campos;34;Palencia;Castilla y León;0;0;0;0;1;31748.89196;11548.48532;12958.18775;10229.7982;2110.102448
34107;7;Micieces de Ojeda;34;Palencia;Castilla y León;0;0;0;0;2;61155.02366;6172.976251;9957.52588;14962.52185;1543.414372
34108;7;Monzón de Campos;34;Palencia;Castilla y León;0;1;0;0;2;12049.77738;5687.21124;10699.72698;11666.73058;2168.742166
34109;7;Moratinos;34;Palencia;Castilla y León;0;0;0;0;2;49913.80275;5628.321156;8130.375958;7990.942462;1666.612296
34110;7;Mudá;34;Palencia;Castilla y León;0;0;0;0;1;59863.50756;4119.11817;8776.422332;7814.390488;1033.002065
34112;7;Nogal de las Huertas;34;Palencia;Castilla y León;0;0;0;0;1;42243.31794;10381.91014;6564.837049;6588.230326;1375.425414
34113;7;Olea de Boedo;34;Palencia;Castilla y León;0;0;0;0;1;64335.67938;1892.55861;12410.31763;10901.08997;1287.412213
34114;7;Olmos de Ojeda;34;Palencia;Castilla y León;0;0;0;0;7;60153.87415;12455.57037;11735.24299;13072.15871;2096.656988
34116;7;Osornillo;34;Palencia;Castilla y León;0;0;0;0;1;43527.19418;4460.884998;16841.72259;5666.299647;1816.096325
34120;7;Palencia;34;Palencia;Castilla y León;6;36;100;1;6;4391.33643;9412.377479;3804.486613;4507.309624;2721.484271
34121;7;Palenzuela;34;Palencia;Castilla y León;0;0;0;0;1;35364.00892;9638.691624;23109.88347;16325.02392;4213.523415
34122;7;Páramo de Boedo;34;Palencia;Castilla y León;0;0;0;0;3;61766.28468;2224.885749;9740.856339;5025.597466;1199.375606
34123;7;Paredes de Nava;34;Palencia;Castilla y León;0;0;4;1;1;21593.78936;5458.980384;4911.725716;4944.493747;3529.587222
34124;7;Payo de Ojeda;34;Palencia;Castilla y León;0;0;0;0;1;57715.31846;16079.68531;13361.33241;15090.91851;2400.04753
34125;7;Pedraza de Campos;34;Palencia;Castilla y León;0;0;0;0;1;15252.81939;13624.98376;15476.02264;15314.86345;2473.35155
34126;7;Pedrosa de la Vega;34;Palencia;Castilla y León;0;0;0;0;4;52966.64448;5453.045244;18866.37768;5117.430515;1059.373916
34127;7;Perales;34;Palencia;Castilla y León;0;0;0;0;2;18657.84405;26940.81722;9150.431959;9150.465203;1784.054024
34129;7;Pino del Río;34;Palencia;Castilla y León;0;0;2;0;2;38174.00228;8225.72909;3329.39505;13793.39138;2550.404556
34130;7;Piña de Campos;34;Palencia;Castilla y León;0;0;0;0;1;23732.64458;3354.681954;18768.61195;6710.721463;1372.285487
34131;7;Población de Arroyo;34;Palencia;Castilla y León;0;0;0;0;2;44415.76107;23418.13399;13572.04662;11343.1523;1289.561486
34132;7;Población de Campos;34;Palencia;Castilla y León;0;0;0;0;1;28588.35093;9792.811584;14341.61355;4938.112954;2323.083955
34133;7;Población de Cerrato;34;Palencia;Castilla y León;0;0;0;0;1;23330.36288;19673.61477;13461.64423;6574.52468;1786.878687
34134;7;Polentinos;34;Palencia;Castilla y León;0;0;0;0;1;53768.99342;11475.53494;5095.792651;9691.166639;2206.063466
34135;7;Pomar de Valdivia;34;Palencia;Castilla y León;0;0;0;0;2;60458.4466;18337.86522;8510.635047;7692.549933;2714.037941
34136;7;Poza de la Vega;34;Palencia;Castilla y León;0;0;0;0;1;41140.61344;13383.70813;7929.527579;9668.329219;2151.476143
34137;7;Pozo de Urama;34;Palencia;Castilla y León;0;0;0;0;1;40202.75972;14702.56575;16345.25089;5564.591885;1549.338563
34139;7;Prádanos de Ojeda;34;Palencia;Castilla y León;0;0;2;0;1;63870.59871;4131.711642;2554.995376;8927.877144;1762.849579
34140;7;La Puebla de Valdavia;34;Palencia;Castilla y León;0;0;0;0;2;51237.12411;13881.39303;16836.51502;19408.22911;2883.517623
34141;7;Quintana del Puente;34;Palencia;Castilla y León;0;1;0;0;1;27857.40318;18451.56047;22385.3813;11436.13329;1547.749842
34143;7;Quintanilla de Onsoña;34;Palencia;Castilla y León;0;0;0;0;3;51886.22649;13102.74273;16017.04277;7977.043581;1657.815596
34146;7;Reinoso de Cerrato;34;Palencia;Castilla y León;0;0;0;0;1;11155.24608;8000.361783;10614.96356;8828.692899;2084.863057
34147;7;Renedo de la Vega;34;Palencia;Castilla y León;0;0;0;0;4;48874.71924;6406.096803;14377.04211;9611.042602;1355.722585
34149;7;Requena de Campos;34;Palencia;Castilla y León;0;0;0;0;1;36296.57192;14523.62465;17065.20022;6806.693284;1555.729334
34151;7;Respenda de la Peña;34;Palencia;Castilla y León;0;0;0;0;5;41019.93348;14016.68464;12869.72729;13143.65014;1983.778958
34152;7;Revenga de Campos;34;Palencia;Castilla y León;0;0;0;0;1;27699.86983;5231.845746;11487.89699;8282.093903;2550.885571
34154;7;Revilla de Collazos;34;Palencia;Castilla y León;0;0;0;0;1;58732.48342;24641.5562;15203.33306;16285.63543;1941.839892
34155;7;Ribas de Campos;34;Palencia;Castilla y León;0;0;0;0;1;15129.62372;12357.49829;13211.39561;14015.64163;1635.194753
34156;7;Riberos de la Cueza;34;Palencia;Castilla y León;0;0;0;0;1;33041.71035;22277.89997;11182.26783;10773.14452;1960.060542
34157;7;Saldaña;34;Palencia;Castilla y León;0;2;0;1;7;49826.46557;10589.26173;12837.63839;6690.045082;2418.683317
34158;7;Salinas de Pisuerga;34;Palencia;Castilla y León;0;0;0;0;1;61518.85322;8901.282646;7734.864074;8595.757149;1877.799803
34159;7;San Cebrián de Campos;34;Palencia;Castilla y León;0;0;0;0;1;20557.71987;20313.82308;14320.57141;11957.33421;1866.526252
34160;7;San Cebrián de Mudá;34;Palencia;Castilla y León;0;0;0;0;1;56358.90216;6621.780453;7285.536221;6555.80118;2994.090676
34161;7;San Cristóbal de Boedo;34;Palencia;Castilla y León;0;0;0;0;1;56758.53942;10964.82875;13171.43226;6410.544395;1319.600639
34163;7;San Mamés de Campos;34;Palencia;Castilla y León;0;0;0;0;1;38022.49942;7146.422963;4989.285281;5425.964355;2018.738016
34165;7;San Román de la Cuba;34;Palencia;Castilla y León;0;0;0;0;1;38051.00346;5479.725851;17255.08384;9319.474798;1636.357295
34167;7;Santa Cecilia del Alcor;34;Palencia;Castilla y León;0;0;0;0;1;13440.65485;6785.583974;11159.96882;12643.24516;1888.784078
34168;7;Santa Cruz de Boedo;34;Palencia;Castilla y León;0;0;0;0;2;55413.81031;5889.773906;16162.32977;9169.485515;1685.883162
34169;7;Santervás de la Vega;34;Palencia;Castilla y León;0;0;0;0;3;47093.53184;12969.65002;16321.51017;8886.869938;2630.255073
34170;7;Santibáñez de Ecla;34;Palencia;Castilla y León;0;0;0;0;2;67006.8137;3476.723716;4909.494288;11210.10801;1571.946364
34171;7;Santibáñez de la Peña;34;Palencia;Castilla y León;0;0;0;0;6;38174.95076;3984.665478;11246.18452;10467.78337;2190.121962
34174;7;Santoyo;34;Palencia;Castilla y León;0;0;0;0;1;27858.92349;10036.69369;18926.63555;7441.03531;2154.085991
34175;7;La Serna;34;Palencia;Castilla y León;0;0;0;0;1;45712.49828;6623.733344;10242.20027;10190.21366;1415.198184
34176;7;Sotobañado y Priorato;34;Palencia;Castilla y León;0;0;0;0;2;64068.34459;6639.942172;12444.08716;9518.608333;1452.544215
34177;7;Soto de Cerrato;34;Palencia;Castilla y León;0;0;0;0;1;8838.623021;4523.78218;7318.234511;6014.212009;1811.244615
34178;7;Tabanera de Cerrato;34;Palencia;Castilla y León;0;0;0;0;1;33749.57439;4051.642383;28210.38251;14717.79449;2907.732534
34179;7;Tabanera de Valdavia;34;Palencia;Castilla y León;0;0;0;0;1;43984.75298;11860.50104;8044.574002;15065.77424;2304.93519
34180;7;Támara de Campos;34;Palencia;Castilla y León;0;0;0;0;1;23336.36725;9559.220471;21018.85174;7821.076539;1983.933766
34181;7;Tariego de Cerrato;34;Palencia;Castilla y León;0;0;0;0;1;11997.42199;4173.256776;6163.267986;4194.047636;2286.230799
34182;7;Torquemada;34;Palencia;Castilla y León;0;1;0;1;1;18573.57072;20402.89123;17795.79102;3871.491469;2837.493704
34184;7;Torremormojón;34;Palencia;Castilla y León;0;0;0;0;1;21070.62897;9805.945835;20233.38088;13747.89163;2141.112559
34185;7;Triollo;34;Palencia;Castilla y León;0;0;0;0;2;43172.09341;3578.815086;15606.71246;17105.98511;2708.455509
34186;7;Valbuena de Pisuerga;34;Palencia;Castilla y León;0;0;0;0;1;29872.56699;10540.07442;16544.85329;15233.9547;2202.354955
34189;7;Valdeolmillos;34;Palencia;Castilla y León;0;0;0;0;1;10005.24247;12436.59093;8730.43518;8030.28611;2110.87039
34190;7;Valderrábano;34;Palencia;Castilla y León;0;0;0;0;2;50904.76034;12416.26222;13494.64397;11467.20558;1529.383203
34192;7;Valde-Ucieza;34;Palencia;Castilla y León;0;0;0;0;3;42723.84943;5825.907141;7413.096562;7715.567834;1765.974443
34196;7;Valle de Cerrato;34;Palencia;Castilla y León;0;0;0;0;1;17230.18815;18000.9982;14943.62992;9558.217415;2691.926775
34199;7;Velilla del Río Carrión;34;Palencia;Castilla y León;0;1;0;0;5;34348.70786;6810.499604;13420.93224;13142.01087;3519.534992
34201;7;Vertavillo;34;Palencia;Castilla y León;0;0;0;0;1;25861.71637;16435.04478;18211.08151;10271.34678;3425.591017
34202;7;Villabasta de Valdavia;34;Palencia;Castilla y León;0;0;0;0;1;56052.9364;7492.050298;18399.73899;10767.50915;1358.335645
34204;7;Villacidaler;34;Palencia;Castilla y León;0;0;0;0;1;42654.5601;6751.65056;17490.1888;4259.576421;2028.246266
34205;7;Villaconancio;34;Palencia;Castilla y León;0;0;0;0;1;28458.05648;9674.701078;24765.1377;8657.504668;2556.269826
34206;7;Villada;34;Palencia;Castilla y León;0;1;0;1;2;44599.49237;11819.86603;12955.46448;3735.171946;2391.505702
34208;7;Villaeles de Valdavia;34;Palencia;Castilla y León;0;0;0;0;1;58929.14932;8871.44381;19900.91956;15494.07109;2590.934994
34210;7;Villahán;34;Palencia;Castilla y León;0;0;0;0;1;30875.88919;6436.371885;25829.05576;14104.40684;2142.789974
34211;7;Villaherreros;34;Palencia;Castilla y León;0;0;0;0;1;41806.58849;14302.01705;12217.45616;8783.56308;2324.125049
34213;7;Villalaco;34;Palencia;Castilla y León;0;0;0;0;1;26096.96312;3514.297126;19484.81833;12668.69527;2162.623842
34214;7;Villalba de Guardo;34;Palencia;Castilla y León;0;0;0;0;1;30914.70331;12189.40881;7235.502817;7727.362847;2501.97905
34215;7;Villalcázar de Sirga;34;Palencia;Castilla y León;0;0;0;0;1;33547.9731;4920.992639;5525.14246;5787.001428;1829.311542
34216;7;Villalcón;34;Palencia;Castilla y León;0;0;0;0;1;40857.16525;2375.873121;16157.06583;10207.27956;2066.379058
34217;7;Villalobón;34;Palencia;Castilla y León;0;0;0;0;1;4414.84365;21994.81982;3238.429733;4576.247907;2165.365449
34218;7;Villaluenga de la Vega;34;Palencia;Castilla y León;0;0;0;0;4;47949.64915;8259.85188;13596.87983;4200.592318;1065.067049
34220;7;Villamartín de Campos;34;Palencia;Castilla y León;0;0;0;0;1;11682.28871;3120.499869;11505.91801;12610.81079;2148.843038
34221;7;Villamediana;34;Palencia;Castilla y León;0;0;0;0;1;12857.70615;14584.299;11938.39624;6215.892906;2479.443404
34222;7;Villameriel;34;Palencia;Castilla y León;0;0;0;0;3;58055.00734;8936.5405;18216.98179;12509.44898;1949.956665
34223;7;Villamoronta;34;Palencia;Castilla y León;0;0;0;0;1;44814.46849;10160.00821;11298.34158;11125.79731;1467.153847
34224;7;Villamuera de la Cueza;34;Palencia;Castilla y León;0;0;0;0;1;28556.94979;12074.17805;10144.46555;9922.066681;2260.725159
34225;7;Villamuriel de Cerrato;34;Palencia;Castilla y León;0;1;2;1;1;4943.221977;12482.35616;2341.19922;2420.371418;2293.675759
34227;7;Villanueva del Rebollar;34;Palencia;Castilla y León;0;0;0;0;1;29849.10632;12737.48419;10704.84015;10704.84015;1559.623218
34228;7;Villanuño de Valdavia;34;Palencia;Castilla y León;0;0;0;0;2;55534.29268;8828.220143;19800.13717;16174.38607;1831.100823
34229;7;Villaprovedo;34;Palencia;Castilla y León;0;0;0;0;1;56687.82092;3851.236817;17422.11587;10543.09864;1953.117018
34230;7;Villarmentero de Campos;34;Palencia;Castilla y León;0;0;0;0;0;30693.98625;7074.629764;8534.803969;8503.251032;2399.529774
34231;7;Villarrabé;34;Palencia;Castilla y León;0;0;0;0;4;48950.29074;7916.249809;17258.6801;12927.12208;2110.639371
34232;7;Villarramiel;34;Palencia;Castilla y León;0;0;0;1;1;31106.26549;8296.569069;19934.37121;2112.555113;2078.897362
34233;7;Villasarracino;34;Palencia;Castilla y León;0;0;0;0;1;43615.9837;10204.89113;10720.53898;10412.87252;2226.805081
34234;7;Villasila de Valdavia;34;Palencia;Castilla y León;0;0;0;0;2;58686.83797;12051.91112;20739.56819;14908.12421;2002.829179
34236;7;Villaturde;34;Palencia;Castilla y León;0;0;0;0;4;41373.3327;20427.12777;8376.137051;8139.809931;1285.119752
34237;7;Villaumbrales;34;Palencia;Castilla y León;0;1;0;0;2;9592.59903;5063.746045;8198.514001;9875.82208;1952.983268
34238;7;Villaviudas;34;Palencia;Castilla y León;0;1;0;0;1;15854.1888;9499.014358;15316.03508;6601.635246;2673.86056
34240;7;Villerías de Campos;34;Palencia;Castilla y León;0;0;0;0;1;27023.10981;25468.13359;17068.91986;11775.60961;1890.613235
34241;7;Villodre;34;Palencia;Castilla y León;0;0;0;0;1;32550.3009;24641.98592;12423.95421;14206.0757;1182.215603
34242;7;Villodrigo;34;Palencia;Castilla y León;0;0;0;0;1;37261.05639;9255.169022;15766.84096;10342.9618;1330.420013
34243;7;Villoldo;34;Palencia;Castilla y León;0;1;0;0;2;27204.58744;31654.25775;9191.512133;9006.669456;2023.832053
34245;7;Villota del Páramo;34;Palencia;Castilla y León;0;0;0;0;4;38265.92377;12978.27061;8650.605344;13188.06895;2622.292502
34246;7;Villovieco;34;Palencia;Castilla y León;0;0;0;0;1;33362.20581;9408.407867;11536.8295;6949.554952;2336.316806
34901;7;Osorno la Mayor;34;Palencia;Castilla y León;0;1;0;1;4;43658.04119;9808.513452;18947.23544;4466.837409;2402.868947
34902;7;Valle del Retortillo;34;Palencia;Castilla y León;0;0;0;0;4;30269.22187;12638.91206;10872.48519;10495.76893;1943.341099
34903;7;Loma de Ucieza;34;Palencia;Castilla y León;0;0;0;0;4;50017.55832;6832.66671;14410.40051;12686.18254;1782.744262
34904;7;La Pernía;34;Palencia;Castilla y León;0;1;4;0;1;51496.67028;10201.47589;6622.164793;14396.06228;6014.250595
37001;7;Abusejo;37;Salamanca;Castilla y León;0;0;4;0;1;41334.28907;17221.10902;2106.539375;6055.67994;2039.983915
37002;7;Agallas;37;Salamanca;Castilla y León;0;0;0;0;3;80275.0324;2559.314394;6923.559736;16738.19779;3186.86968
37003;7;Ahigal de los Aceiteros;37;Salamanca;Castilla y León;0;0;0;0;1;86059.57881;23193.6629;4492.788587;8333.570977;2098.968675
37004;7;Ahigal de Villarino;37;Salamanca;Castilla y León;0;0;0;0;1;59614.8051;19027.56355;13868.0414;14119.56986;1922.843787
37005;7;La Alameda de Gardón;37;Salamanca;Castilla y León;0;0;0;0;1;92658.11949;14055.43526;4742.437461;6327.200615;2693.807957
37006;7;La Alamedilla;37;Salamanca;Castilla y León;0;0;0;0;1;104716.8322;4959.536193;10728.34624;12384.07924;2304.126346
37007;7;Alaraz;37;Salamanca;Castilla y León;0;0;0;0;1;40209.44472;5837.481583;15356.04735;18875.62793;3080.430678
37008;7;Alba de Tormes;37;Salamanca;Castilla y León;0;2;20;1;2;20681.06181;7749.06283;2423.23154;2919.397062;1998.038043
37009;7;Alba de Yeltes;37;Salamanca;Castilla y León;0;0;0;0;1;57160.79679;13781.67169;3936.745629;15183.83242;2103.738349
37010;7;La Alberca;37;Salamanca;Castilla y León;0;1;6;1;1;59709.69722;12597.37647;3270.276188;3467.307903;3255.045534
37011;7;La Alberguería de Argañán;37;Salamanca;Castilla y León;0;0;0;0;1;106341.3303;4223.078446;11397.70723;11274.11882;2205.572925
37012;7;Alconada;37;Salamanca;Castilla y León;0;1;0;0;1;25767.57476;21457.77199;8642.178195;9167.399812;1917.700959
37013;7;Aldeacipreste;37;Salamanca;Castilla y León;0;0;2;0;2;62008.19148;9075.863642;2486.950953;10660.80972;1850.828718
37014;7;Aldeadávila de la Ribera;37;Salamanca;Castilla y León;0;1;4;1;1;81076.99859;17300.41557;3080.792718;3075.094366;2803.382548
37015;7;Aldea del Obispo;37;Salamanca;Castilla y León;0;1;4;0;2;91798.57161;6277.292344;2995.362229;13104.74453;2467.318707
37016;7;Aldealengua;37;Salamanca;Castilla y León;0;1;2;0;1;10517.4257;8875.613159;1213.335722;7563.485099;1018.622664
37017;7;Aldeanueva de Figueroa;37;Salamanca;Castilla y León;0;0;0;0;1;25189.23793;14558.75486;7710.170872;7732.274364;3325.584195
37018;7;Aldeanueva de la Sierra;37;Salamanca;Castilla y León;0;0;0;0;1;46050.4447;20977.6533;4480.847609;5073.803559;1551.333647
37019;7;Aldearrodrigo;37;Salamanca;Castilla y León;0;0;0;0;1;20032.33625;12737.0722;4194.666125;9485.722684;1411.381613
37020;7;Aldearrubia;37;Salamanca;Castilla y León;0;1;0;0;1;15492.38022;13789.92233;4260.956349;7768.846068;1946.090015
37021;7;Aldeaseca de Alba;37;Salamanca;Castilla y León;0;0;0;0;1;24785.68862;7928.517268;3856.880746;5186.109644;1565.465731
37022;7;Aldeaseca de la Frontera;37;Salamanca;Castilla y León;0;0;0;0;1;38166.87901;17823.25867;4115.197325;5102.191016;2102.428811
37023;7;Aldeatejada;37;Salamanca;Castilla y León;0;0;4;0;1;3813.172043;11546.64351;2996.243235;6400.275405;3137.24985
37024;7;Aldeavieja de Tormes;37;Salamanca;Castilla y León;0;0;0;0;1;40058.58766;8879.485372;3861.101707;4222.669932;1735.075485
37025;7;Aldehuela de la Bóveda;37;Salamanca;Castilla y León;0;0;2;0;1;29022.75679;6312.593993;3796.635702;10643.95715;3361.383943
37026;7;Aldehuela de Yeltes;37;Salamanca;Castilla y León;0;0;0;0;1;51932.73437;6320.344463;7473.504981;11704.89319;2743.011811
37027;7;Almenara de Tormes;37;Salamanca;Castilla y León;0;0;0;0;1;16833.80888;3370.255063;8208.724227;10086.70802;1704.618968
37028;7;Almendra;37;Salamanca;Castilla y León;0;0;0;0;1;57758.79619;20872.72508;10602.68515;12305.63344;2619.684833
37029;7;Anaya de Alba;37;Salamanca;Castilla y León;0;0;0;0;2;30496.675;24893.86622;5606.68811;10864.89531;1834.923688
37030;7;Añover de Tormes;37;Salamanca;Castilla y León;0;0;0;0;1;27469.46648;5542.810801;7727.204218;8917.394732;1808.235911
37031;7;Arabayona de Mógica;37;Salamanca;Castilla y León;0;0;2;0;1;24905.25994;6282.475773;2065.963868;6525.644462;1971.882765
37032;7;Arapiles;37;Salamanca;Castilla y León;0;0;0;0;2;7913.320568;3074.130435;2744.289248;6605.984181;1423.653349
37033;7;Arcediano;37;Salamanca;Castilla y León;0;0;0;0;1;18067.51582;22724.11805;5161.320856;4967.490689;1481.748339
